person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
31.0,female,Master,210282.0,8,MORTGAGE,12000.0,PERSONAL,10.88,0.06,9.0,604,No,0
48.0,male,High School,71782.0,25,RENT,6000.0,EDUCATION,5.99,0.08,12.0,604,No,0
38.0,female,High School,38473.0,20,MORTGAGE,5850.0,VENTURE,13.49,0.15,11.0,630,Yes,0
27.0,male,Master,26630.0,2,RENT,3600.0,PERSONAL,15.99,0.14,10.0,643,No,1
29.0,male,High School,61118.0,6,RENT,8000.0,MEDICAL,12.59,0.13,9.0,613,Yes,0
23.0,female,High School,73044.0,0,RENT,22000.0,DEBTCONSOLIDATION,10.25,0.3,4.0,640,No,1
21.0,female,High School,33435.0,0,RENT,8000.0,EDUCATION,8.49,0.24,3.0,639,Yes,0
36.0,female,Doctorate,76685.0,13,MORTGAGE,4200.0,MEDICAL,7.14,0.05,13.0,654,No,0
35.0,female,Master,80663.0,14,RENT,22080.0,MEDICAL,14.49,0.27,9.0,628,No,1
26.0,male,Master,51371.0,0,RENT,6000.0,EDUCATION,7.29,0.12,2.0,664,Yes,0
22.0,female,Bachelor,33856.0,0,RENT,4000.0,EDUCATION,7.14,0.12,2.0,651,No,0
33.0,female,Master,62675.0,8,MORTGAGE,20000.0,VENTURE,11.23,0.32,9.0,661,Yes,0
26.0,female,Doctorate,54861.0,3,RENT,4800.0,EDUCATION,14.65,0.09,2.0,656,Yes,0
24.0,female,Bachelor,63237.0,0,OWN,7000.0,DEBTCONSOLIDATION,14.09,0.11,4.0,679,Yes,0
26.0,male,Master,112868.0,4,MORTGAGE,6203.0,PERSONAL,14.09,0.05,3.0,688,Yes,0
28.0,female,Bachelor,101837.0,6,MORTGAGE,2903.0,EDUCATION,15.72,0.03,7.0,677,No,1
25.0,female,Bachelor,271324.0,3,MORTGAGE,30000.0,HOMEIMPROVEMENT,19.91,0.11,2.0,637,Yes,0
41.0,female,Bachelor,50574.0,18,MORTGAGE,10000.0,MEDICAL,11.99,0.2,14.0,667,No,0
23.0,male,Bachelor,70096.0,0,RENT,9000.0,EDUCATION,6.91,0.13,2.0,675,No,0
28.0,male,Associate,84880.0,4,RENT,6000.0,DEBTCONSOLIDATION,10.36,0.07,9.0,642,No,0
35.0,male,Associate,45528.0,14,RENT,14000.0,DEBTCONSOLIDATION,7.88,0.31,8.0,656,No,1
44.0,male,High School,1728974.0,20,MORTGAGE,6400.0,DEBTCONSOLIDATION,7.4,0.0,15.0,573,Yes,0
25.0,female,High School,37194.0,3,RENT,5000.0,MEDICAL,11.86,0.13,4.0,629,Yes,0
25.0,female,Bachelor,45231.0,1,RENT,7000.0,PERSONAL,12.85,0.15,3.0,637,Yes,0
31.0,male,Doctorate,31187.0,9,RENT,10750.0,EDUCATION,12.53,0.34,8.0,593,No,1
25.0,male,High School,114766.0,6,MORTGAGE,18000.0,VENTURE,10.99,0.16,3.0,638,No,0
28.0,female,High School,114423.0,5,MORTGAGE,7442.0,VENTURE,11.9,0.07,6.0,684,No,0
39.0,male,Bachelor,152400.0,13,MORTGAGE,14000.0,MEDICAL,9.99,0.09,14.0,635,No,0
25.0,female,Master,79393.0,4,RENT,6000.0,EDUCATION,13.06,0.08,3.0,615,Yes,0
30.0,male,Associate,31562.0,5,RENT,6597.0,MEDICAL,10.47,0.21,7.0,669,No,0
23.0,female,High School,70804.0,3,RENT,11650.0,MEDICAL,13.47,0.16,2.0,642,Yes,0
33.0,male,High School,163131.0,15,OWN,17500.0,PERSONAL,11.83,0.11,8.0,654,No,0
32.0,male,Associate,184703.0,13,MORTGAGE,8400.0,VENTURE,12.84,0.05,9.0,626,Yes,0
31.0,male,High School,36843.0,10,MORTGAGE,11225.0,DEBTCONSOLIDATION,13.62,0.3,6.0,620,No,1
23.0,male,Master,55164.0,0,RENT,14500.0,PERSONAL,10.36,0.26,4.0,597,No,1
26.0,female,Bachelor,47677.0,7,RENT,10000.0,MEDICAL,10.42,0.21,3.0,714,Yes,0
29.0,male,Bachelor,54913.0,5,RENT,10000.0,MEDICAL,10.55,0.18,7.0,669,Yes,0
31.0,male,High School,29657.0,6,RENT,4000.0,EDUCATION,6.76,0.13,9.0,691,Yes,0
28.0,male,Associate,26345.0,4,OWN,7750.0,EDUCATION,7.51,0.29,9.0,665,Yes,0
25.0,male,Associate,69350.0,4,RENT,9500.0,EDUCATION,6.17,0.14,4.0,677,Yes,0
24.0,female,Bachelor,73169.0,3,RENT,12000.0,MEDICAL,9.63,0.16,2.0,604,Yes,0
22.0,female,Bachelor,168930.0,0,RENT,15000.0,VENTURE,14.17,0.09,3.0,702,Yes,0
27.0,female,Associate,37298.0,2,RENT,8000.0,DEBTCONSOLIDATION,11.47,0.21,4.0,670,No,1
25.0,female,Master,58532.0,6,RENT,6000.0,EDUCATION,10.57,0.1,3.0,608,Yes,0
45.0,male,Associate,143857.0,23,MORTGAGE,5000.0,VENTURE,11.49,0.03,13.0,718,Yes,0
29.0,male,Bachelor,27268.0,7,RENT,8000.0,EDUCATION,11.01,0.29,7.0,681,No,1
23.0,male,High School,63344.0,0,RENT,4000.0,PERSONAL,13.98,0.06,2.0,614,No,0
24.0,female,High School,57192.0,1,MORTGAGE,12000.0,DEBTCONSOLIDATION,6.99,0.21,3.0,627,Yes,0
23.0,male,Bachelor,92232.0,1,MORTGAGE,3600.0,MEDICAL,10.65,0.04,3.0,698,Yes,0
40.0,male,Associate,367833.0,18,MORTGAGE,15663.0,VENTURE,11.59,0.04,17.0,633,Yes,0
29.0,female,Doctorate,46509.0,3,RENT,1500.0,MEDICAL,12.26,0.03,8.0,611,Yes,0
23.0,female,Bachelor,25141.0,0,OWN,1200.0,MEDICAL,7.49,0.05,3.0,700,No,0
26.0,male,Bachelor,138979.0,7,MORTGAGE,5000.0,HOMEIMPROVEMENT,8.63,0.04,5.0,653,No,0
30.0,male,Master,163154.0,7,RENT,25000.0,PERSONAL,15.21,0.15,6.0,643,Yes,0
27.0,female,Associate,46426.0,8,OWN,6500.0,MEDICAL,5.63,0.14,6.0,625,Yes,0
47.0,female,Associate,41671.0,25,MORTGAGE,7000.0,PERSONAL,7.49,0.17,13.0,620,Yes,0
40.0,female,Associate,48924.0,19,RENT,1000.0,EDUCATION,15.23,0.02,14.0,582,No,0
22.0,female,Bachelor,216043.0,0,MORTGAGE,25000.0,VENTURE,10.99,0.12,4.0,686,Yes,0
22.0,male,Master,66050.0,0,RENT,8000.0,EDUCATION,13.48,0.12,3.0,577,No,1
23.0,male,High School,58686.0,2,MORTGAGE,3200.0,EDUCATION,7.51,0.05,2.0,575,Yes,0
28.0,female,Associate,249690.0,3,MORTGAGE,21946.0,PERSONAL,10.6,0.09,6.0,707,No,0
22.0,male,Associate,90767.0,0,RENT,10800.0,MEDICAL,9.62,0.12,3.0,669,Yes,0
32.0,male,Associate,233498.0,10,RENT,20000.0,MEDICAL,11.83,0.09,6.0,686,No,1
25.0,female,Master,65550.0,6,RENT,7000.0,DEBTCONSOLIDATION,20.0,0.11,3.0,601,No,1
24.0,male,Master,78978.0,4,RENT,3600.0,HOMEIMPROVEMENT,10.61,0.05,2.0,697,Yes,0
24.0,male,High School,121035.0,0,MORTGAGE,17400.0,PERSONAL,16.07,0.14,4.0,631,Yes,0
30.0,female,High School,72859.0,10,MORTGAGE,1500.0,MEDICAL,12.9,0.02,10.0,660,Yes,0
32.0,female,Bachelor,32484.0,8,RENT,2432.0,EDUCATION,13.6,0.07,11.0,700,No,0
28.0,male,Associate,43090.0,4,MORTGAGE,4000.0,VENTURE,10.99,0.09,6.0,645,No,0
30.0,female,Associate,301125.0,2,MORTGAGE,34826.0,EDUCATION,12.25,0.12,9.0,614,No,0
32.0,male,Bachelor,72717.0,7,RENT,18800.0,VENTURE,9.99,0.26,7.0,658,No,1
23.0,male,Bachelor,144943.0,0,RENT,35000.0,EDUCATION,7.9,0.24,4.0,663,No,0
28.0,female,High School,93343.0,7,RENT,25000.0,VENTURE,12.85,0.27,6.0,602,No,1
30.0,male,Master,69271.0,10,RENT,2500.0,MEDICAL,11.01,0.04,9.0,701,No,0
23.0,male,Associate,55080.0,4,RENT,6000.0,VENTURE,11.86,0.11,3.0,610,No,0
22.0,female,Bachelor,105704.0,1,MORTGAGE,25000.0,HOMEIMPROVEMENT,13.08,0.24,3.0,634,No,0
29.0,male,High School,288843.0,10,MORTGAGE,12000.0,DEBTCONSOLIDATION,6.03,0.04,9.0,647,Yes,0
23.0,male,Associate,54934.0,0,MORTGAGE,3200.0,MEDICAL,6.88,0.06,4.0,588,No,0
27.0,male,Bachelor,32936.0,4,RENT,1500.0,EDUCATION,10.36,0.05,5.0,636,Yes,0
30.0,female,Associate,83357.0,8,RENT,22165.0,MEDICAL,17.0,0.27,5.0,525,No,1
34.0,male,Doctorate,478482.0,10,MORTGAGE,14000.0,MEDICAL,14.61,0.03,5.0,604,No,1
34.0,female,High School,47692.0,10,RENT,23500.0,EDUCATION,11.06,0.49,13.0,646,No,1
25.0,male,Master,139018.0,2,MORTGAGE,19000.0,VENTURE,13.49,0.14,4.0,607,No,0
24.0,male,Associate,27354.0,5,RENT,2500.0,DEBTCONSOLIDATION,9.76,0.09,2.0,679,Yes,0
40.0,female,Associate,100179.0,17,MORTGAGE,6000.0,MEDICAL,11.01,0.06,14.0,645,Yes,0
33.0,female,Associate,109075.0,7,MORTGAGE,4200.0,VENTURE,8.94,0.04,5.0,615,Yes,0
27.0,female,Master,85371.0,8,RENT,20000.0,EDUCATION,11.48,0.23,9.0,713,No,0
37.0,male,High School,70393.0,12,RENT,9500.0,EDUCATION,9.96,0.13,15.0,570,Yes,0
22.0,female,Associate,105631.0,0,MORTGAGE,1750.0,DEBTCONSOLIDATION,7.49,0.02,4.0,502,Yes,0
25.0,male,Bachelor,67054.0,2,RENT,13000.0,HOMEIMPROVEMENT,7.51,0.19,4.0,603,Yes,0
23.0,female,Bachelor,65367.0,0,MORTGAGE,15000.0,EDUCATION,10.75,0.23,4.0,657,Yes,0
24.0,female,Associate,12965.0,2,RENT,1400.0,VENTURE,10.83,0.11,4.0,655,No,0
21.0,female,High School,49039.0,0,OWN,15000.0,EDUCATION,13.16,0.31,2.0,628,Yes,0
25.0,male,High School,72955.0,4,RENT,4500.0,HOMEIMPROVEMENT,10.99,0.06,2.0,596,No,1
24.0,male,Bachelor,87612.0,4,MORTGAGE,8000.0,DEBTCONSOLIDATION,12.21,0.09,4.0,687,Yes,0
24.0,male,Bachelor,60996.0,4,RENT,5000.0,VENTURE,13.58,0.08,5.0,637,Yes,0
37.0,male,Master,31021.0,16,RENT,7500.0,EDUCATION,10.99,0.24,15.0,705,No,0
25.0,female,Bachelor,65742.0,1,RENT,20000.0,PERSONAL,8.88,0.3,3.0,592,No,1
33.0,female,Associate,90845.0,11,RENT,12000.0,MEDICAL,7.88,0.13,10.0,655,Yes,0
32.0,male,Associate,132749.0,12,MORTGAGE,5600.0,VENTURE,10.74,0.04,7.0,576,Yes,0
30.0,male,Bachelor,51623.0,5,OWN,1200.0,EDUCATION,6.62,0.02,8.0,717,Yes,0
25.0,female,High School,85111.0,5,MORTGAGE,16000.0,EDUCATION,12.18,0.19,4.0,572,Yes,0
33.0,male,Master,90903.0,9,RENT,14400.0,DEBTCONSOLIDATION,9.74,0.16,11.0,596,Yes,0
26.0,female,High School,37013.0,3,RENT,4200.0,VENTURE,12.23,0.11,5.0,659,Yes,0
25.0,male,Bachelor,29628.0,5,RENT,1325.0,EDUCATION,13.49,0.04,2.0,700,No,1
33.0,female,High School,70466.0,11,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.62,0.21,5.0,659,No,1
25.0,male,Master,144983.0,5,RENT,25110.0,EDUCATION,11.1,0.17,3.0,642,No,0
24.0,female,High School,49814.0,1,RENT,7200.0,EDUCATION,12.53,0.14,2.0,661,Yes,0
23.0,male,Bachelor,177406.0,1,MORTGAGE,24216.0,DEBTCONSOLIDATION,10.83,0.14,3.0,616,Yes,0
31.0,female,Associate,96662.0,11,MORTGAGE,6000.0,PERSONAL,7.3,0.06,10.0,669,No,0
34.0,female,Bachelor,82773.0,11,RENT,14088.0,HOMEIMPROVEMENT,13.4,0.17,11.0,656,Yes,0
36.0,male,Associate,42940.0,15,RENT,10000.0,VENTURE,11.01,0.23,15.0,634,Yes,0
24.0,male,High School,66743.0,0,RENT,15000.0,MEDICAL,11.14,0.22,4.0,602,No,0
22.0,male,Associate,81354.0,1,MORTGAGE,12000.0,EDUCATION,11.99,0.15,4.0,656,Yes,0
26.0,male,Associate,41874.0,6,MORTGAGE,4000.0,MEDICAL,17.58,0.1,3.0,649,No,1
24.0,female,High School,104582.0,1,MORTGAGE,12200.0,DEBTCONSOLIDATION,7.29,0.12,3.0,556,Yes,0
27.0,male,Bachelor,38854.0,6,MORTGAGE,14104.0,HOMEIMPROVEMENT,11.9,0.36,9.0,701,Yes,0
25.0,male,Bachelor,86710.0,0,RENT,6452.0,EDUCATION,12.03,0.07,4.0,584,Yes,0
24.0,male,Bachelor,81189.0,5,OWN,13000.0,VENTURE,11.01,0.16,3.0,593,Yes,0
32.0,female,Associate,58636.0,8,RENT,8000.0,HOMEIMPROVEMENT,14.42,0.14,8.0,694,No,1
24.0,male,High School,87591.0,2,RENT,17600.0,MEDICAL,17.19,0.2,4.0,575,No,1
24.0,female,High School,62281.0,0,MORTGAGE,4500.0,EDUCATION,8.9,0.07,4.0,676,Yes,0
29.0,male,Master,69292.0,3,RENT,15000.0,PERSONAL,9.91,0.22,6.0,689,No,0
22.0,female,Associate,68877.0,0,RENT,9500.0,EDUCATION,8.9,0.14,2.0,509,Yes,0
27.0,female,Master,45610.0,3,RENT,7900.0,EDUCATION,11.11,0.17,7.0,550,Yes,0
25.0,male,High School,63890.0,1,RENT,7798.0,MEDICAL,13.91,0.12,2.0,633,No,1
29.0,female,Bachelor,55845.0,6,MORTGAGE,2000.0,MEDICAL,8.06,0.04,10.0,665,Yes,0
27.0,male,High School,25445.0,6,RENT,5500.0,VENTURE,6.91,0.22,8.0,599,Yes,0
27.0,male,Associate,116276.0,5,MORTGAGE,3000.0,VENTURE,14.17,0.03,9.0,603,No,1
23.0,female,Bachelor,38674.0,1,RENT,1200.0,EDUCATION,8.88,0.03,2.0,669,Yes,0
28.0,male,High School,169085.0,5,RENT,15000.0,DEBTCONSOLIDATION,11.26,0.09,5.0,605,Yes,0
41.0,female,Associate,84494.0,16,RENT,10000.0,HOMEIMPROVEMENT,7.88,0.12,13.0,649,Yes,0
24.0,female,High School,32571.0,2,RENT,8875.0,MEDICAL,6.62,0.27,4.0,570,No,1
24.0,male,High School,58628.0,0,RENT,5000.0,DEBTCONSOLIDATION,11.7,0.09,2.0,626,Yes,0
24.0,female,Associate,29772.0,2,RENT,3572.0,MEDICAL,9.19,0.12,4.0,597,No,1
23.0,female,High School,40647.0,2,MORTGAGE,8000.0,EDUCATION,7.49,0.2,3.0,693,No,0
60.0,male,High School,118493.0,39,RENT,15000.0,HOMEIMPROVEMENT,16.29,0.13,29.0,637,No,1
26.0,male,Bachelor,39640.0,5,RENT,12250.0,DEBTCONSOLIDATION,11.01,0.31,2.0,657,No,1
26.0,male,High School,90871.0,1,RENT,9600.0,PERSONAL,9.78,0.11,4.0,631,Yes,0
28.0,male,Master,60799.0,6,RENT,25000.0,VENTURE,12.21,0.41,7.0,591,No,1
27.0,male,High School,96929.0,1,MORTGAGE,12000.0,EDUCATION,6.99,0.12,6.0,573,Yes,0
26.0,male,Master,61948.0,5,RENT,3500.0,DEBTCONSOLIDATION,13.24,0.06,4.0,663,No,1
28.0,female,Bachelor,53581.0,6,MORTGAGE,10934.0,DEBTCONSOLIDATION,11.77,0.2,7.0,582,No,0
23.0,male,High School,87117.0,0,MORTGAGE,5000.0,PERSONAL,11.86,0.06,2.0,602,Yes,0
46.0,male,Master,58618.0,24,OWN,27175.0,VENTURE,8.49,0.46,13.0,659,Yes,0
29.0,female,Associate,52465.0,4,RENT,1200.0,MEDICAL,11.43,0.02,6.0,656,Yes,0
25.0,female,High School,76499.0,2,MORTGAGE,11600.0,DEBTCONSOLIDATION,11.01,0.15,4.0,652,Yes,0
24.0,male,Bachelor,116242.0,0,MORTGAGE,4800.0,HOMEIMPROVEMENT,11.99,0.04,3.0,630,No,0
22.0,male,High School,73084.0,0,RENT,9000.0,DEBTCONSOLIDATION,11.86,0.12,4.0,458,Yes,0
44.0,male,Associate,96838.0,18,MORTGAGE,10000.0,MEDICAL,6.03,0.1,15.0,652,No,0
27.0,female,High School,36410.0,5,RENT,7000.0,EDUCATION,9.78,0.19,6.0,658,No,1
22.0,male,Master,65725.0,1,RENT,1300.0,DEBTCONSOLIDATION,14.27,0.02,2.0,700,No,1
26.0,male,Associate,49230.0,2,RENT,12500.0,EDUCATION,6.92,0.25,2.0,603,No,1
33.0,female,Master,66213.0,13,MORTGAGE,5000.0,MEDICAL,11.86,0.08,9.0,677,No,1
30.0,male,High School,51275.0,3,RENT,10000.0,MEDICAL,11.01,0.2,8.0,645,No,0
24.0,female,Bachelor,18561.0,4,RENT,1875.0,EDUCATION,13.49,0.1,2.0,645,No,0
43.0,female,Associate,82558.0,20,MORTGAGE,7000.0,PERSONAL,12.61,0.08,11.0,701,Yes,0
38.0,female,Associate,67073.0,13,RENT,6000.0,PERSONAL,12.99,0.09,13.0,574,Yes,0
33.0,female,Associate,117506.0,9,MORTGAGE,20000.0,PERSONAL,6.17,0.17,8.0,612,No,0
29.0,male,High School,65768.0,10,RENT,2000.0,HOMEIMPROVEMENT,10.01,0.03,7.0,618,Yes,0
30.0,female,Bachelor,78839.0,3,RENT,25000.0,HOMEIMPROVEMENT,11.01,0.32,5.0,633,No,1
23.0,female,Bachelor,114961.0,1,RENT,20000.0,DEBTCONSOLIDATION,14.59,0.17,2.0,654,No,1
27.0,male,Bachelor,78447.0,6,MORTGAGE,24000.0,VENTURE,11.83,0.31,5.0,637,Yes,0
28.0,male,Bachelor,58717.0,4,OWN,12000.0,EDUCATION,14.54,0.2,7.0,615,No,0
32.0,female,Bachelor,31043.0,7,RENT,2000.0,HOMEIMPROVEMENT,13.16,0.06,8.0,596,No,1
38.0,female,High School,101854.0,14,MORTGAGE,15000.0,VENTURE,9.63,0.15,16.0,656,Yes,0
26.0,female,Bachelor,55200.0,5,MORTGAGE,7500.0,EDUCATION,9.98,0.14,5.0,658,No,0
32.0,male,Associate,58796.0,10,OWN,8000.0,EDUCATION,5.79,0.14,7.0,654,No,0
23.0,female,High School,77772.0,1,RENT,6000.0,EDUCATION,10.79,0.08,2.0,640,No,1
30.0,male,Associate,56132.0,4,RENT,5000.0,MEDICAL,11.01,0.09,9.0,603,Yes,0
25.0,female,Bachelor,85830.0,5,RENT,18000.0,EDUCATION,16.45,0.21,2.0,625,Yes,0
35.0,male,High School,44048.0,11,RENT,8967.0,EDUCATION,17.78,0.2,6.0,654,No,1
35.0,male,Bachelor,36611.0,10,MORTGAGE,6000.0,PERSONAL,13.23,0.16,10.0,659,Yes,0
28.0,male,High School,65558.0,4,RENT,10000.0,DEBTCONSOLIDATION,16.02,0.15,8.0,669,No,1
26.0,male,Associate,79050.0,7,MORTGAGE,4000.0,PERSONAL,5.42,0.05,2.0,690,No,0
27.0,male,Bachelor,118442.0,5,MORTGAGE,10000.0,PERSONAL,12.69,0.08,7.0,670,No,0
23.0,male,Bachelor,77105.0,2,RENT,6000.0,VENTURE,13.22,0.08,2.0,653,No,0
22.0,female,Bachelor,72769.0,0,MORTGAGE,7800.0,VENTURE,7.29,0.11,2.0,647,No,0
21.0,female,Associate,67003.0,0,RENT,12000.0,VENTURE,10.62,0.18,2.0,600,No,0
28.0,female,High School,40572.0,4,RENT,13000.0,DEBTCONSOLIDATION,7.9,0.32,6.0,623,No,1
22.0,male,Bachelor,29577.0,0,RENT,6000.0,MEDICAL,11.2,0.2,4.0,650,No,0
39.0,female,High School,91008.0,16,RENT,14000.0,EDUCATION,6.03,0.15,13.0,665,Yes,0
24.0,male,High School,60935.0,1,RENT,3000.0,MEDICAL,11.01,0.05,2.0,611,No,1
28.0,male,Master,132911.0,9,MORTGAGE,15000.0,HOMEIMPROVEMENT,6.54,0.11,6.0,647,Yes,0
30.0,male,Bachelor,144623.0,10,MORTGAGE,7500.0,VENTURE,10.33,0.05,8.0,544,Yes,0
25.0,male,Bachelor,85053.0,2,RENT,5600.0,MEDICAL,7.9,0.07,3.0,661,No,0
26.0,male,Associate,67830.0,1,RENT,8000.0,HOMEIMPROVEMENT,13.49,0.12,4.0,567,No,1
23.0,male,Master,34814.0,0,OWN,9250.0,MEDICAL,10.75,0.27,2.0,668,Yes,0
31.0,female,Associate,40324.0,7,MORTGAGE,3000.0,MEDICAL,11.05,0.07,5.0,671,Yes,0
24.0,male,High School,33678.0,0,RENT,4000.0,PERSONAL,10.37,0.12,4.0,539,Yes,0
22.0,male,Bachelor,44277.0,3,RENT,4000.0,EDUCATION,5.42,0.09,2.0,590,No,0
24.0,male,Bachelor,53854.0,0,MORTGAGE,11200.0,PERSONAL,10.99,0.21,4.0,620,No,0
29.0,female,Associate,41774.0,2,RENT,5000.0,EDUCATION,11.04,0.12,9.0,646,Yes,0
30.0,male,Bachelor,39744.0,7,RENT,13275.0,PERSONAL,11.01,0.33,6.0,612,No,1
22.0,female,High School,69208.0,0,MORTGAGE,7500.0,PERSONAL,10.25,0.11,2.0,631,Yes,0
32.0,female,Doctorate,65892.0,10,MORTGAGE,5000.0,DEBTCONSOLIDATION,5.79,0.08,6.0,616,Yes,0
25.0,male,High School,38346.0,0,MORTGAGE,7000.0,EDUCATION,10.36,0.18,3.0,690,No,1
34.0,male,Bachelor,37216.0,11,RENT,12000.0,MEDICAL,10.38,0.32,5.0,519,No,1
26.0,female,Associate,90552.0,3,RENT,6000.0,MEDICAL,7.88,0.07,2.0,659,Yes,0
27.0,male,Associate,79376.0,5,MORTGAGE,10000.0,VENTURE,12.42,0.13,6.0,645,Yes,0
24.0,male,Master,66465.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,11.01,0.18,4.0,700,Yes,0
39.0,male,High School,68083.0,17,RENT,4800.0,DEBTCONSOLIDATION,16.7,0.07,12.0,621,No,1
22.0,female,High School,56431.0,2,MORTGAGE,12000.0,EDUCATION,12.21,0.21,3.0,671,No,0
34.0,female,Bachelor,64998.0,14,RENT,3200.0,EDUCATION,6.76,0.05,5.0,658,No,0
21.0,female,High School,12739.0,0,OWN,1600.0,VENTURE,14.74,0.13,3.0,640,No,1
24.0,male,Associate,87327.0,0,RENT,6000.0,EDUCATION,7.66,0.07,3.0,627,Yes,0
26.0,male,High School,181090.0,6,OWN,21000.0,VENTURE,11.01,0.12,4.0,630,Yes,0
32.0,male,Master,63455.0,9,RENT,2100.0,MEDICAL,11.01,0.03,7.0,576,Yes,0
31.0,female,Doctorate,50167.0,9,RENT,5000.0,EDUCATION,16.07,0.1,9.0,649,No,1
27.0,female,Bachelor,96718.0,5,RENT,20000.0,EDUCATION,7.49,0.21,9.0,592,No,0
23.0,female,Master,26626.0,0,RENT,5500.0,EDUCATION,9.25,0.21,4.0,599,No,0
22.0,female,Associate,33225.0,0,OWN,4800.0,MEDICAL,11.99,0.14,2.0,629,No,0
38.0,male,Associate,121160.0,18,RENT,14000.0,DEBTCONSOLIDATION,13.23,0.12,14.0,661,Yes,0
29.0,male,Associate,87467.0,9,RENT,4000.0,HOMEIMPROVEMENT,18.79,0.05,6.0,661,Yes,0
27.0,male,High School,43116.0,3,RENT,5500.0,PERSONAL,7.98,0.13,4.0,673,No,0
23.0,male,Bachelor,26871.0,1,RENT,2400.0,DEBTCONSOLIDATION,15.23,0.09,4.0,598,No,1
22.0,male,Master,55990.0,0,RENT,11000.0,PERSONAL,7.49,0.2,4.0,600,No,0
24.0,male,Bachelor,116197.0,5,MORTGAGE,6000.0,PERSONAL,13.92,0.05,3.0,659,Yes,0
33.0,female,Associate,101856.0,11,MORTGAGE,20000.0,VENTURE,5.99,0.2,8.0,663,Yes,0
45.0,male,Associate,252929.0,22,MORTGAGE,12000.0,DEBTCONSOLIDATION,9.63,0.05,12.0,542,Yes,0
22.0,male,Bachelor,62072.0,0,MORTGAGE,15200.0,EDUCATION,10.99,0.24,4.0,510,Yes,0
27.0,female,Associate,42824.0,5,RENT,8000.0,MEDICAL,12.21,0.19,6.0,533,Yes,0
33.0,female,Bachelor,62115.0,8,RENT,11000.0,VENTURE,9.63,0.18,7.0,646,No,0
32.0,female,Associate,122423.0,8,RENT,15000.0,EDUCATION,17.58,0.12,8.0,672,No,1
34.0,female,Bachelor,107947.0,13,MORTGAGE,10000.0,DEBTCONSOLIDATION,10.99,0.09,7.0,701,No,0
37.0,female,Associate,48741.0,13,RENT,10000.0,MEDICAL,10.65,0.21,14.0,630,Yes,0
42.0,male,High School,41547.0,21,MORTGAGE,5000.0,VENTURE,11.01,0.12,11.0,643,No,0
27.0,male,High School,68326.0,1,MORTGAGE,12000.0,HOMEIMPROVEMENT,14.22,0.18,8.0,602,Yes,0
23.0,male,Associate,57318.0,0,RENT,25000.0,VENTURE,17.93,0.44,2.0,679,No,1
23.0,male,Master,58468.0,0,RENT,5000.0,DEBTCONSOLIDATION,10.78,0.09,4.0,521,No,0
28.0,male,Bachelor,36107.0,8,RENT,8000.0,MEDICAL,13.11,0.22,9.0,663,No,1
22.0,male,Master,27354.0,4,OWN,8500.0,DEBTCONSOLIDATION,15.05,0.31,4.0,667,Yes,0
25.0,male,High School,90553.0,1,MORTGAGE,1500.0,MEDICAL,6.54,0.02,4.0,649,No,0
25.0,female,High School,42734.0,4,RENT,19000.0,MEDICAL,11.63,0.44,3.0,657,No,1
