person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25.0,female,High School,57827.0,0,RENT,6000.0,PERSONAL,11.6,0.1,4.0,589,Yes,0
31.0,male,Bachelor,62336.0,9,OWN,5000.0,MEDICAL,11.97,0.08,9.0,667,No,0
24.0,female,Bachelor,20512.0,1,OWN,4000.0,EDUCATION,8.0,0.2,2.0,496,No,1
34.0,female,Associate,156887.0,10,RENT,16000.0,VENTURE,6.03,0.1,6.0,540,No,0
23.0,male,High School,65676.0,0,MORTGAGE,8800.0,MEDICAL,10.99,0.13,4.0,592,Yes,0
23.0,female,Associate,30131.0,0,OWN,7000.0,PERSONAL,12.5,0.23,3.0,569,No,0
35.0,female,Associate,106578.0,14,MORTGAGE,9800.0,MEDICAL,12.69,0.09,10.0,614,Yes,0
33.0,female,Associate,55051.0,10,RENT,4800.0,DEBTCONSOLIDATION,10.59,0.09,8.0,654,Yes,0
65.0,male,High School,112569.0,45,MORTGAGE,25000.0,PERSONAL,9.99,0.22,27.0,689,Yes,0
22.0,female,Bachelor,80378.0,0,OWN,5000.0,EDUCATION,7.9,0.06,4.0,523,Yes,0
22.0,male,Bachelor,55280.0,3,MORTGAGE,8000.0,EDUCATION,16.49,0.14,2.0,542,Yes,0
29.0,male,Associate,73731.0,3,RENT,8642.0,PERSONAL,8.29,0.12,7.0,669,No,0
21.0,male,High School,42536.0,0,RENT,21000.0,VENTURE,12.53,0.49,4.0,687,No,1
24.0,female,Associate,80615.0,4,RENT,18000.0,PERSONAL,14.54,0.22,4.0,584,No,1
31.0,male,Bachelor,43170.0,9,RENT,3425.0,VENTURE,13.43,0.08,7.0,676,Yes,0
39.0,female,High School,77777.0,21,RENT,4800.0,DEBTCONSOLIDATION,12.73,0.06,16.0,579,Yes,0
38.0,male,Doctorate,51552.0,14,RENT,4500.0,MEDICAL,6.62,0.09,11.0,680,Yes,0
24.0,male,Bachelor,136844.0,0,MORTGAGE,2100.0,VENTURE,7.4,0.02,3.0,633,No,0
29.0,male,Bachelor,45875.0,8,RENT,3292.0,EDUCATION,10.57,0.07,8.0,572,Yes,0
29.0,female,Bachelor,144889.0,8,OWN,8000.0,MEDICAL,11.11,0.06,10.0,627,No,0
25.0,male,Bachelor,69525.0,7,RENT,6000.0,PERSONAL,8.0,0.09,3.0,651,Yes,0
31.0,female,Bachelor,75588.0,10,RENT,9000.0,DEBTCONSOLIDATION,12.53,0.12,8.0,685,No,0
22.0,female,Associate,28518.0,0,MORTGAGE,7125.0,HOMEIMPROVEMENT,11.71,0.25,3.0,564,No,1
28.0,female,Associate,181214.0,8,MORTGAGE,10000.0,EDUCATION,11.01,0.06,6.0,590,Yes,0
23.0,female,Associate,77881.0,0,RENT,12918.0,EDUCATION,14.21,0.17,4.0,664,Yes,0
28.0,male,Associate,189606.0,4,OWN,12000.0,VENTURE,13.92,0.06,9.0,660,Yes,0
30.0,male,Master,62201.0,11,RENT,4800.0,PERSONAL,12.69,0.08,10.0,692,Yes,0
29.0,male,Bachelor,85017.0,10,RENT,6125.0,VENTURE,7.49,0.07,8.0,678,No,0
23.0,male,High School,96933.0,0,RENT,16000.0,EDUCATION,11.01,0.17,2.0,597,Yes,0
22.0,male,High School,41730.0,0,RENT,8000.0,DEBTCONSOLIDATION,10.51,0.19,3.0,556,No,1
22.0,male,High School,63348.0,0,RENT,10000.0,VENTURE,11.71,0.16,2.0,638,Yes,0
21.0,male,Associate,37481.0,0,RENT,1200.0,EDUCATION,9.62,0.03,3.0,648,Yes,0
28.0,male,Master,124575.0,4,MORTGAGE,5000.0,EDUCATION,5.42,0.04,5.0,636,No,0
25.0,female,High School,166034.0,1,MORTGAGE,5000.0,EDUCATION,11.04,0.03,4.0,657,No,0
29.0,male,Master,42994.0,8,RENT,10625.0,DEBTCONSOLIDATION,7.9,0.25,8.0,625,Yes,0
23.0,female,Associate,53457.0,1,MORTGAGE,10000.0,PERSONAL,8.49,0.19,4.0,623,No,1
22.0,female,Associate,57259.0,0,RENT,8000.0,EDUCATION,12.18,0.14,4.0,585,Yes,0
32.0,male,Associate,81271.0,8,RENT,15000.0,MEDICAL,11.01,0.18,5.0,626,No,1
50.0,male,Bachelor,82442.0,27,MORTGAGE,8000.0,VENTURE,10.11,0.1,23.0,760,Yes,0
26.0,male,Bachelor,90665.0,4,MORTGAGE,8000.0,HOMEIMPROVEMENT,13.92,0.09,4.0,664,Yes,0
27.0,female,Bachelor,67914.0,5,MORTGAGE,11631.0,HOMEIMPROVEMENT,12.68,0.17,5.0,655,Yes,0
25.0,female,Bachelor,73068.0,2,RENT,7600.0,HOMEIMPROVEMENT,12.21,0.1,4.0,685,Yes,0
33.0,female,Master,121272.0,11,MORTGAGE,15000.0,PERSONAL,10.0,0.12,7.0,623,No,0
24.0,male,Associate,81493.0,0,MORTGAGE,10000.0,EDUCATION,9.62,0.12,2.0,573,Yes,0
25.0,male,High School,75581.0,3,MORTGAGE,5400.0,MEDICAL,15.21,0.07,3.0,653,No,1
25.0,male,High School,61090.0,5,RENT,25000.0,VENTURE,12.57,0.41,5.0,551,No,1
25.0,male,Bachelor,108606.0,1,MORTGAGE,15000.0,MEDICAL,12.46,0.14,3.0,614,Yes,0
22.0,female,High School,79009.0,0,MORTGAGE,13000.0,PERSONAL,14.35,0.16,4.0,591,Yes,0
28.0,female,Bachelor,34634.0,3,RENT,9529.0,DEBTCONSOLIDATION,8.15,0.28,5.0,654,No,1
23.0,female,Bachelor,75218.0,2,MORTGAGE,5000.0,VENTURE,5.42,0.07,3.0,672,No,0
23.0,male,Associate,34426.0,3,RENT,5000.0,VENTURE,8.94,0.15,3.0,675,Yes,0
25.0,female,High School,72873.0,4,MORTGAGE,10000.0,EDUCATION,11.97,0.14,4.0,595,Yes,0
34.0,male,Bachelor,37887.0,13,RENT,10000.0,DEBTCONSOLIDATION,10.37,0.26,10.0,704,No,1
30.0,male,High School,126990.0,5,MORTGAGE,7725.0,MEDICAL,11.01,0.06,9.0,637,No,0
25.0,male,Master,51547.0,3,MORTGAGE,9100.0,MEDICAL,11.01,0.18,3.0,579,Yes,0
33.0,male,Doctorate,82752.0,12,MORTGAGE,18000.0,PERSONAL,7.9,0.22,10.0,694,No,0
28.0,male,Associate,104165.0,6,RENT,8000.0,MEDICAL,5.99,0.08,10.0,563,No,0
27.0,female,Associate,65827.0,1,RENT,5000.0,DEBTCONSOLIDATION,11.99,0.08,10.0,679,No,1
31.0,male,Master,50888.0,10,RENT,9900.0,PERSONAL,11.89,0.19,10.0,681,No,0
30.0,female,Associate,228744.0,6,RENT,15000.0,DEBTCONSOLIDATION,11.48,0.07,8.0,655,Yes,0
23.0,female,Associate,41998.0,0,RENT,1500.0,EDUCATION,6.99,0.04,4.0,642,Yes,0
28.0,female,Associate,65759.0,6,MORTGAGE,12000.0,PERSONAL,15.59,0.18,8.0,675,No,1
26.0,male,High School,80447.0,0,RENT,9895.0,DEBTCONSOLIDATION,15.52,0.12,4.0,540,No,1
23.0,female,Bachelor,59709.0,0,RENT,6000.0,VENTURE,10.32,0.1,3.0,648,Yes,0
28.0,male,Bachelor,289093.0,8,RENT,6000.0,MEDICAL,11.46,0.02,6.0,640,Yes,0
30.0,male,Associate,76531.0,11,RENT,6000.0,HOMEIMPROVEMENT,11.01,0.08,7.0,677,Yes,0
36.0,female,High School,79299.0,15,RENT,20000.0,EDUCATION,15.33,0.25,15.0,653,No,1
30.0,male,Associate,58801.0,5,RENT,7773.0,PERSONAL,9.04,0.13,7.0,504,Yes,0
23.0,male,High School,100010.0,1,MORTGAGE,5000.0,PERSONAL,8.49,0.05,2.0,552,Yes,0
27.0,male,Bachelor,52470.0,2,MORTGAGE,3600.0,EDUCATION,14.68,0.07,4.0,700,No,0
23.0,male,High School,44161.0,3,RENT,16750.0,DEBTCONSOLIDATION,15.28,0.38,4.0,646,No,1
26.0,female,High School,61422.0,3,MORTGAGE,5000.0,PERSONAL,9.32,0.08,2.0,656,No,0
25.0,female,Master,66982.0,1,MORTGAGE,15000.0,PERSONAL,15.27,0.22,3.0,607,Yes,0
23.0,male,Master,54007.0,1,MORTGAGE,2000.0,VENTURE,7.4,0.04,4.0,695,Yes,0
21.0,female,Bachelor,37118.0,0,RENT,2000.0,EDUCATION,13.43,0.05,4.0,540,Yes,0
23.0,female,Associate,63199.0,0,MORTGAGE,8400.0,EDUCATION,8.9,0.13,2.0,641,No,0
25.0,male,Associate,136370.0,6,MORTGAGE,21000.0,VENTURE,11.49,0.15,4.0,665,Yes,0
26.0,male,Master,209393.0,2,MORTGAGE,10000.0,VENTURE,11.71,0.05,4.0,585,Yes,0
30.0,female,Master,83683.0,6,RENT,25000.0,HOMEIMPROVEMENT,15.43,0.3,9.0,687,No,1
23.0,female,High School,52558.0,2,MORTGAGE,3600.0,VENTURE,15.62,0.07,3.0,587,Yes,0
28.0,female,Bachelor,59684.0,0,RENT,3000.0,PERSONAL,14.59,0.05,8.0,612,Yes,0
29.0,female,Bachelor,60703.0,7,MORTGAGE,6300.0,PERSONAL,6.62,0.1,10.0,677,Yes,0
21.0,female,Master,76981.0,0,MORTGAGE,15000.0,EDUCATION,11.49,0.19,4.0,689,Yes,0
25.0,male,Master,215205.0,3,MORTGAGE,8000.0,PERSONAL,15.68,0.04,2.0,709,No,0
34.0,female,Master,144877.0,10,RENT,20000.0,VENTURE,13.8,0.14,7.0,657,Yes,0
25.0,male,Associate,72776.0,3,MORTGAGE,3000.0,DEBTCONSOLIDATION,5.99,0.04,4.0,558,Yes,0
36.0,female,High School,43511.0,12,RENT,2019.0,EDUCATION,10.22,0.05,12.0,637,No,0
22.0,male,High School,32767.0,0,RENT,10000.0,PERSONAL,16.02,0.31,2.0,583,No,1
28.0,male,Master,53958.0,7,RENT,16000.0,PERSONAL,12.66,0.3,6.0,642,No,1
25.0,female,Bachelor,133159.0,3,MORTGAGE,5000.0,EDUCATION,7.14,0.04,4.0,701,No,0
29.0,female,Associate,42250.0,4,OWN,20000.0,VENTURE,7.29,0.47,10.0,648,No,0
24.0,female,Bachelor,61001.0,2,RENT,2000.0,HOMEIMPROVEMENT,11.01,0.03,2.0,677,No,0
26.0,female,Bachelor,63426.0,8,RENT,9000.0,EDUCATION,8.0,0.14,4.0,669,Yes,0
25.0,male,High School,16378.0,0,OWN,3000.0,DEBTCONSOLIDATION,12.87,0.18,4.0,603,No,1
23.0,female,Associate,29760.0,1,RENT,5000.0,PERSONAL,6.62,0.17,4.0,571,Yes,0
45.0,male,Associate,150821.0,26,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.03,0.08,14.0,712,No,0
27.0,male,Bachelor,98410.0,5,RENT,12000.0,DEBTCONSOLIDATION,10.71,0.12,6.0,710,Yes,0
28.0,female,Associate,92007.0,5,RENT,3400.0,DEBTCONSOLIDATION,8.49,0.04,5.0,635,No,0
22.0,male,Master,29761.0,0,RENT,1500.0,EDUCATION,11.33,0.05,3.0,669,No,0
27.0,male,Master,47545.0,2,RENT,3000.0,DEBTCONSOLIDATION,11.48,0.06,9.0,677,Yes,0
23.0,male,Associate,73230.0,4,MORTGAGE,12000.0,PERSONAL,15.27,0.16,4.0,706,Yes,0
23.0,female,Master,115220.0,1,MORTGAGE,25000.0,PERSONAL,18.78,0.22,4.0,541,Yes,0
23.0,male,Bachelor,55865.0,1,RENT,12000.0,EDUCATION,9.74,0.21,4.0,693,No,1
32.0,male,Master,8000.0,9,RENT,1200.0,PERSONAL,12.73,0.15,9.0,580,No,1
36.0,female,Bachelor,1097671.0,16,MORTGAGE,4824.0,PERSONAL,10.71,0.0,11.0,669,Yes,0
26.0,male,Master,128434.0,0,MORTGAGE,5000.0,MEDICAL,12.98,0.04,4.0,724,Yes,0
23.0,male,Bachelor,34703.0,0,OWN,4800.0,PERSONAL,15.99,0.14,2.0,674,No,0
25.0,male,High School,30935.0,0,RENT,10000.0,PERSONAL,14.11,0.32,2.0,608,No,1
32.0,female,Associate,64779.0,6,RENT,8996.0,VENTURE,6.63,0.14,6.0,688,No,0
28.0,female,High School,116206.0,6,MORTGAGE,11250.0,HOMEIMPROVEMENT,17.58,0.1,5.0,657,Yes,0
25.0,male,Master,121567.0,4,OWN,35000.0,HOMEIMPROVEMENT,11.99,0.29,3.0,652,Yes,0
25.0,male,Associate,88620.0,5,MORTGAGE,2820.0,MEDICAL,12.22,0.03,6.0,657,No,0
24.0,male,Associate,85223.0,3,RENT,24000.0,EDUCATION,10.99,0.28,4.0,603,No,1
22.0,male,Bachelor,65701.0,2,MORTGAGE,15000.0,MEDICAL,11.99,0.23,2.0,597,Yes,0
27.0,male,High School,124041.0,5,MORTGAGE,8000.0,HOMEIMPROVEMENT,10.59,0.06,6.0,629,Yes,0
22.0,male,Associate,35051.0,3,MORTGAGE,10750.0,DEBTCONSOLIDATION,11.14,0.31,2.0,584,Yes,0
29.0,male,Bachelor,87624.0,3,RENT,20400.0,HOMEIMPROVEMENT,11.49,0.23,7.0,587,Yes,0
28.0,female,Bachelor,251757.0,5,OWN,15000.0,PERSONAL,14.84,0.06,7.0,614,No,0
25.0,female,Bachelor,42031.0,2,RENT,9600.0,PERSONAL,14.54,0.23,2.0,685,No,1
23.0,male,Bachelor,26467.0,0,RENT,7500.0,PERSONAL,7.14,0.28,3.0,609,No,1
29.0,female,Associate,228928.0,6,MORTGAGE,14000.0,EDUCATION,11.01,0.06,6.0,654,Yes,0
21.0,female,Master,27740.0,0,RENT,2500.0,PERSONAL,16.29,0.09,4.0,693,No,1
24.0,male,Master,44056.0,2,MORTGAGE,3500.0,PERSONAL,13.06,0.08,3.0,637,No,0
24.0,female,Associate,79190.0,1,RENT,4000.0,MEDICAL,5.42,0.05,2.0,607,Yes,0
21.0,male,Associate,32812.0,0,RENT,4750.0,PERSONAL,12.23,0.14,3.0,669,No,0
30.0,male,Associate,46543.0,6,OWN,6000.0,HOMEIMPROVEMENT,11.58,0.13,8.0,677,Yes,0
34.0,male,Associate,66940.0,9,RENT,10000.0,MEDICAL,9.51,0.15,5.0,632,Yes,0
29.0,male,Bachelor,90995.0,6,MORTGAGE,9000.0,PERSONAL,11.01,0.1,6.0,666,Yes,0
25.0,female,Master,56314.0,2,RENT,5000.0,EDUCATION,10.9,0.09,6.0,538,No,1
25.0,female,Associate,40006.0,6,RENT,9000.0,PERSONAL,5.79,0.22,3.0,604,Yes,0
27.0,male,Bachelor,60533.0,4,RENT,8400.0,EDUCATION,11.01,0.14,5.0,646,No,1
32.0,male,Bachelor,100337.0,7,RENT,17725.0,DEBTCONSOLIDATION,8.97,0.18,6.0,626,Yes,0
45.0,female,Doctorate,63889.0,23,MORTGAGE,10400.0,MEDICAL,19.47,0.16,12.0,666,No,1
26.0,female,High School,73390.0,3,RENT,9800.0,PERSONAL,11.01,0.13,4.0,613,Yes,0
32.0,male,Bachelor,96837.0,9,RENT,14000.0,VENTURE,14.27,0.14,7.0,679,Yes,0
24.0,female,High School,37012.0,0,RENT,6500.0,MEDICAL,7.82,0.18,5.0,616,Yes,0
23.0,male,Bachelor,49325.0,1,RENT,19000.0,EDUCATION,11.96,0.39,3.0,699,No,1
22.0,male,Bachelor,87547.0,0,MORTGAGE,7200.0,DEBTCONSOLIDATION,7.9,0.08,3.0,668,Yes,0
29.0,male,Associate,89618.0,7,RENT,6000.0,HOMEIMPROVEMENT,5.42,0.07,10.0,507,Yes,0
26.0,female,High School,52903.0,3,RENT,4000.0,MEDICAL,11.91,0.08,4.0,614,Yes,0
28.0,male,High School,210878.0,2,RENT,6000.0,HOMEIMPROVEMENT,7.9,0.03,10.0,574,Yes,0
33.0,male,Bachelor,64321.0,10,RENT,20000.0,EDUCATION,13.04,0.31,9.0,656,No,1
22.0,male,Master,91156.0,0,RENT,8000.0,MEDICAL,5.99,0.09,3.0,625,No,0
24.0,male,High School,52708.0,0,MORTGAGE,9500.0,DEBTCONSOLIDATION,6.62,0.18,2.0,666,No,0
27.0,female,High School,107051.0,2,MORTGAGE,24000.0,MEDICAL,11.21,0.22,5.0,611,Yes,0
24.0,female,Bachelor,18561.0,4,RENT,1875.0,EDUCATION,13.49,0.1,2.0,645,No,0
26.0,female,Bachelor,31516.0,3,RENT,5400.0,HOMEIMPROVEMENT,16.02,0.17,2.0,583,No,1
28.0,female,High School,85085.0,7,MORTGAGE,12000.0,VENTURE,7.49,0.14,10.0,621,Yes,0
24.0,female,Bachelor,20559.0,0,RENT,2292.0,VENTURE,12.95,0.11,4.0,605,Yes,0
37.0,female,High School,30919.0,14,OWN,5000.0,VENTURE,9.91,0.16,11.0,581,Yes,0
28.0,male,Associate,61050.0,6,MORTGAGE,2200.0,PERSONAL,11.49,0.04,8.0,697,Yes,0
23.0,male,High School,186938.0,2,RENT,1500.0,MEDICAL,11.01,0.01,3.0,539,Yes,0
29.0,female,Associate,242210.0,6,MORTGAGE,18000.0,VENTURE,11.83,0.07,10.0,665,Yes,0
24.0,male,High School,80101.0,5,MORTGAGE,11200.0,VENTURE,13.99,0.14,2.0,639,No,0
29.0,male,Bachelor,150792.0,5,MORTGAGE,8000.0,EDUCATION,10.85,0.05,10.0,629,Yes,0
31.0,male,Associate,94512.0,9,RENT,2425.0,MEDICAL,5.42,0.03,10.0,623,Yes,0
23.0,female,Bachelor,106613.0,0,MORTGAGE,10000.0,MEDICAL,8.94,0.09,2.0,598,Yes,0
23.0,male,Master,36728.0,1,MORTGAGE,4750.0,DEBTCONSOLIDATION,14.46,0.13,4.0,715,No,1
22.0,male,Bachelor,61090.0,0,RENT,7200.0,DEBTCONSOLIDATION,11.01,0.12,4.0,600,Yes,0
25.0,female,High School,120696.0,3,RENT,25000.0,VENTURE,9.33,0.21,4.0,545,Yes,0
26.0,female,Bachelor,30722.0,5,RENT,6064.0,MEDICAL,16.12,0.2,3.0,654,No,1
21.0,male,High School,37133.0,0,RENT,6000.0,MEDICAL,8.94,0.16,2.0,602,Yes,0
28.0,male,Master,48729.0,7,MORTGAGE,19200.0,PERSONAL,9.91,0.39,9.0,715,No,0
27.0,male,Master,275306.0,7,MORTGAGE,5052.0,EDUCATION,7.8,0.02,7.0,629,Yes,0
36.0,male,Associate,48992.0,15,RENT,4800.0,VENTURE,11.01,0.1,15.0,650,No,0
28.0,male,High School,58545.0,6,MORTGAGE,5000.0,MEDICAL,15.27,0.09,8.0,711,No,1
22.0,male,Associate,120987.0,0,MORTGAGE,12000.0,EDUCATION,11.11,0.1,4.0,637,Yes,0
31.0,male,Associate,51348.0,6,RENT,20000.0,VENTURE,13.57,0.39,6.0,703,No,1
21.0,female,Master,55191.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,15.31,0.14,3.0,524,No,1
22.0,male,Bachelor,65859.0,1,MORTGAGE,12000.0,HOMEIMPROVEMENT,13.48,0.18,2.0,645,No,1
23.0,male,Associate,94691.0,0,MORTGAGE,1196.0,EDUCATION,10.08,0.01,4.0,584,Yes,0
41.0,female,High School,47591.0,18,RENT,8000.0,PERSONAL,14.84,0.17,14.0,673,No,1
25.0,female,Bachelor,37926.0,0,RENT,10656.0,MEDICAL,13.47,0.28,3.0,664,No,1
26.0,female,Bachelor,58466.0,4,RENT,8400.0,DEBTCONSOLIDATION,11.12,0.14,2.0,516,Yes,0
25.0,male,High School,67098.0,4,MORTGAGE,4225.0,EDUCATION,12.42,0.06,2.0,570,No,0
31.0,female,Associate,195574.0,8,RENT,2854.0,PERSONAL,14.54,0.01,9.0,621,No,1
25.0,female,Associate,37218.0,1,RENT,7000.0,MEDICAL,10.62,0.19,3.0,654,No,0
25.0,female,High School,39805.0,3,RENT,4900.0,MEDICAL,11.49,0.12,2.0,586,No,1
22.0,male,Master,46769.0,0,MORTGAGE,3600.0,DEBTCONSOLIDATION,17.27,0.08,4.0,612,No,1
23.0,female,Associate,34674.0,5,RENT,6000.0,MEDICAL,9.63,0.17,4.0,627,Yes,0
27.0,male,Bachelor,87311.0,3,MORTGAGE,22000.0,PERSONAL,17.58,0.25,6.0,649,Yes,0
23.0,male,Associate,36617.0,2,RENT,6000.0,EDUCATION,11.71,0.16,3.0,609,No,0
22.0,male,Master,139341.0,1,MORTGAGE,12000.0,VENTURE,5.99,0.09,4.0,637,No,0
24.0,female,Bachelor,60026.0,3,MORTGAGE,2700.0,EDUCATION,6.92,0.04,3.0,685,Yes,0
23.0,female,Associate,68293.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,11.78,0.09,3.0,696,No,0
23.0,male,High School,84779.0,3,MORTGAGE,12125.0,VENTURE,15.52,0.14,3.0,648,No,1
28.0,male,Doctorate,109102.0,5,OWN,20000.0,HOMEIMPROVEMENT,15.28,0.18,6.0,675,Yes,0
31.0,female,High School,109313.0,7,MORTGAGE,14400.0,MEDICAL,7.66,0.13,6.0,657,Yes,0
24.0,male,Master,93112.0,0,RENT,12000.0,MEDICAL,11.49,0.13,4.0,611,Yes,0
38.0,female,Associate,234318.0,15,MORTGAGE,10000.0,HOMEIMPROVEMENT,12.82,0.04,10.0,608,No,0
24.0,male,High School,84921.0,0,RENT,15000.0,VENTURE,11.24,0.18,5.0,599,Yes,0
23.0,male,Bachelor,124462.0,1,MORTGAGE,16750.0,DEBTCONSOLIDATION,11.01,0.13,2.0,569,No,1
35.0,female,Master,73235.0,14,OWN,5000.0,PERSONAL,15.7,0.07,9.0,718,Yes,0
35.0,male,Master,87467.0,11,MORTGAGE,20000.0,EDUCATION,16.7,0.23,9.0,657,No,1
24.0,male,High School,60802.0,2,MORTGAGE,15000.0,VENTURE,9.2,0.25,3.0,441,Yes,0
29.0,male,Master,82878.0,7,MORTGAGE,10000.0,EDUCATION,7.74,0.12,7.0,705,No,0
23.0,male,Bachelor,105468.0,0,MORTGAGE,10000.0,EDUCATION,11.01,0.09,4.0,652,Yes,0
30.0,male,High School,65692.0,7,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.61,0.08,9.0,590,No,1
30.0,male,Master,120671.0,7,MORTGAGE,2000.0,HOMEIMPROVEMENT,11.01,0.02,5.0,601,No,0
23.0,male,Bachelor,47666.0,0,RENT,10000.0,HOMEIMPROVEMENT,15.2,0.21,4.0,706,No,1
24.0,female,Bachelor,144872.0,0,MORTGAGE,15345.0,PERSONAL,13.7,0.11,2.0,594,Yes,0
25.0,male,Associate,91801.0,1,MORTGAGE,15000.0,MEDICAL,12.68,0.16,3.0,629,Yes,0
28.0,female,Associate,87345.0,8,MORTGAGE,12000.0,PERSONAL,8.12,0.14,8.0,715,No,0
27.0,male,Bachelor,67180.0,2,RENT,8500.0,HOMEIMPROVEMENT,10.66,0.13,3.0,704,No,0
27.0,male,Associate,91568.0,6,MORTGAGE,9000.0,EDUCATION,7.9,0.1,5.0,710,No,0
26.0,female,Master,91227.0,6,MORTGAGE,9600.0,EDUCATION,5.42,0.11,3.0,644,Yes,0
25.0,male,High School,48103.0,3,MORTGAGE,3000.0,DEBTCONSOLIDATION,13.99,0.06,2.0,675,No,0
25.0,male,Associate,41808.0,2,RENT,8000.0,MEDICAL,16.53,0.19,4.0,570,No,1
22.0,female,Bachelor,53339.0,3,RENT,3000.0,EDUCATION,5.42,0.06,3.0,571,Yes,0
24.0,male,Bachelor,37002.0,0,RENT,8850.0,MEDICAL,11.01,0.24,4.0,601,Yes,0
24.0,female,Master,66874.0,0,MORTGAGE,4000.0,MEDICAL,11.03,0.06,3.0,685,Yes,0
26.0,female,Associate,43324.0,4,RENT,5000.0,MEDICAL,11.31,0.12,6.0,522,Yes,0
24.0,male,Associate,59728.0,4,MORTGAGE,3500.0,MEDICAL,8.89,0.06,4.0,566,Yes,0
32.0,female,Bachelor,102282.0,11,MORTGAGE,10000.0,HOMEIMPROVEMENT,9.65,0.1,8.0,679,No,0
23.0,male,High School,145076.0,0,RENT,18400.0,PERSONAL,8.9,0.13,2.0,674,Yes,0
43.0,male,High School,58597.0,19,RENT,6000.0,MEDICAL,10.99,0.1,13.0,565,Yes,0
23.0,male,Master,83732.0,0,RENT,9537.0,PERSONAL,15.24,0.11,4.0,643,No,1
45.0,female,Associate,217025.0,24,MORTGAGE,10000.0,MEDICAL,5.99,0.05,11.0,708,No,0
30.0,female,Bachelor,46479.0,10,OWN,6000.0,EDUCATION,11.58,0.13,7.0,617,Yes,0
48.0,male,Associate,274744.0,19,MORTGAGE,25000.0,HOMEIMPROVEMENT,15.31,0.09,13.0,673,No,1
24.0,male,High School,74456.0,5,MORTGAGE,5777.0,PERSONAL,8.88,0.08,3.0,600,Yes,0
30.0,female,High School,157211.0,9,MORTGAGE,4000.0,DEBTCONSOLIDATION,11.01,0.03,8.0,651,No,0
25.0,male,High School,39524.0,3,RENT,4000.0,MEDICAL,11.49,0.1,4.0,493,Yes,0
42.0,female,Associate,48590.0,17,MORTGAGE,2500.0,HOMEIMPROVEMENT,5.42,0.05,12.0,564,Yes,0
27.0,female,Bachelor,139305.0,5,MORTGAGE,12000.0,EDUCATION,7.29,0.09,6.0,659,Yes,0
25.0,female,Master,52735.0,4,OWN,13800.0,VENTURE,11.48,0.26,2.0,668,Yes,0
