person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23.0,male,Associate,50130.0,0,RENT,7000.0,DEBTCONSOLIDATION,8.75,0.14,2.0,582,Yes,0
21.0,male,High School,54057.0,0,MORTGAGE,7500.0,VENTURE,12.92,0.14,4.0,645,No,1
56.0,male,High School,78919.0,31,RENT,7700.0,DEBTCONSOLIDATION,5.42,0.1,24.0,659,No,0
34.0,female,High School,51593.0,9,RENT,8775.0,PERSONAL,13.06,0.17,6.0,592,Yes,0
29.0,male,Bachelor,89707.0,9,MORTGAGE,18330.0,DEBTCONSOLIDATION,12.32,0.2,8.0,651,Yes,0
26.0,male,Associate,70011.0,6,MORTGAGE,3500.0,DEBTCONSOLIDATION,5.42,0.05,4.0,558,Yes,0
23.0,male,High School,26535.0,3,OWN,3825.0,VENTURE,14.65,0.14,4.0,600,Yes,0
22.0,female,Master,129241.0,2,MORTGAGE,24000.0,HOMEIMPROVEMENT,19.69,0.19,4.0,608,No,1
25.0,female,High School,32376.0,3,RENT,8427.0,EDUCATION,14.08,0.26,4.0,657,No,1
29.0,female,Bachelor,162972.0,6,MORTGAGE,11000.0,EDUCATION,8.94,0.07,8.0,668,Yes,0
30.0,female,Associate,29987.0,9,RENT,5000.0,MEDICAL,11.01,0.17,9.0,566,No,1
22.0,male,Bachelor,36827.0,0,RENT,12000.0,EDUCATION,10.99,0.33,3.0,677,No,1
28.0,male,Master,44549.0,4,MORTGAGE,6000.0,VENTURE,15.21,0.13,7.0,657,Yes,0
27.0,male,Master,38032.0,4,RENT,4000.0,MEDICAL,10.44,0.11,6.0,639,Yes,0
23.0,female,Associate,129387.0,1,MORTGAGE,24250.0,EDUCATION,12.18,0.19,3.0,592,Yes,0
24.0,male,Associate,54082.0,0,RENT,10000.0,VENTURE,11.01,0.18,3.0,603,No,1
31.0,female,High School,51451.0,7,RENT,1200.0,EDUCATION,16.29,0.02,5.0,629,No,0
23.0,male,Master,22440.0,0,RENT,7000.0,PERSONAL,7.88,0.31,4.0,533,No,1
26.0,female,Associate,147841.0,5,MORTGAGE,4800.0,EDUCATION,11.01,0.03,3.0,676,No,0
26.0,female,High School,69891.0,7,RENT,2000.0,MEDICAL,13.35,0.03,2.0,585,Yes,0
29.0,male,Master,217869.0,6,MORTGAGE,18000.0,PERSONAL,12.69,0.08,9.0,637,Yes,0
25.0,female,Master,22958.0,3,RENT,4500.0,EDUCATION,13.61,0.2,2.0,596,No,1
23.0,female,High School,83592.0,2,MORTGAGE,15000.0,EDUCATION,10.73,0.18,3.0,661,Yes,0
26.0,male,Associate,41957.0,5,RENT,5500.0,PERSONAL,16.89,0.13,2.0,573,Yes,0
26.0,male,High School,106419.0,5,RENT,25000.0,VENTURE,15.65,0.23,3.0,649,No,1
26.0,female,Master,87463.0,0,RENT,4800.0,HOMEIMPROVEMENT,11.86,0.05,3.0,692,No,0
22.0,male,Associate,103131.0,0,MORTGAGE,10000.0,PERSONAL,5.99,0.1,2.0,530,Yes,0
26.0,male,Associate,222968.0,2,MORTGAGE,6000.0,HOMEIMPROVEMENT,11.12,0.03,4.0,656,Yes,0
31.0,male,Bachelor,121396.0,7,RENT,12000.0,MEDICAL,14.91,0.1,7.0,643,No,1
29.0,male,Master,52568.0,2,RENT,6000.0,PERSONAL,15.96,0.11,6.0,633,No,1
23.0,female,Bachelor,120926.0,2,RENT,4150.0,EDUCATION,10.65,0.03,4.0,700,Yes,0
27.0,male,Master,151134.0,4,MORTGAGE,29665.0,MEDICAL,10.99,0.2,9.0,602,Yes,0
37.0,female,Bachelor,82358.0,15,MORTGAGE,33000.0,EDUCATION,9.99,0.4,15.0,696,No,0
46.0,male,Associate,90596.0,24,MORTGAGE,10500.0,VENTURE,12.09,0.12,13.0,640,No,0
26.0,male,Master,106506.0,2,RENT,10000.0,VENTURE,12.69,0.09,2.0,673,Yes,0
24.0,male,High School,103004.0,0,MORTGAGE,9600.0,EDUCATION,10.9,0.09,4.0,622,No,0
22.0,female,High School,66978.0,0,RENT,6000.0,EDUCATION,9.25,0.09,3.0,576,No,0
28.0,male,Bachelor,45193.0,4,RENT,9000.0,MEDICAL,10.66,0.2,6.0,723,No,0
31.0,female,High School,75411.0,8,MORTGAGE,2500.0,MEDICAL,14.65,0.03,6.0,613,Yes,0
33.0,male,Associate,102650.0,10,MORTGAGE,5000.0,DEBTCONSOLIDATION,13.61,0.05,7.0,657,Yes,0
24.0,male,Bachelor,55068.0,2,RENT,11200.0,MEDICAL,12.04,0.2,3.0,624,No,0
32.0,female,Doctorate,41649.0,7,MORTGAGE,4000.0,PERSONAL,7.49,0.1,6.0,740,No,0
26.0,male,Associate,78775.0,4,MORTGAGE,5000.0,DEBTCONSOLIDATION,7.51,0.06,2.0,651,Yes,0
38.0,male,High School,58491.0,17,MORTGAGE,8400.0,EDUCATION,12.33,0.14,15.0,692,No,0
23.0,female,High School,66905.0,0,RENT,10000.0,PERSONAL,10.59,0.15,4.0,592,Yes,0
22.0,male,Master,37352.0,0,RENT,10000.0,EDUCATION,14.35,0.27,3.0,596,No,1
23.0,male,Associate,96853.0,2,MORTGAGE,25000.0,EDUCATION,11.01,0.26,4.0,673,Yes,0
24.0,female,Associate,94100.0,0,RENT,12800.0,MEDICAL,11.01,0.14,4.0,527,Yes,0
29.0,female,High School,49219.0,5,RENT,2789.0,DEBTCONSOLIDATION,10.74,0.06,5.0,653,No,0
25.0,female,Bachelor,44397.0,5,MORTGAGE,9000.0,DEBTCONSOLIDATION,7.14,0.2,4.0,479,Yes,0
39.0,male,High School,50003.0,14,OWN,3500.0,HOMEIMPROVEMENT,8.59,0.07,14.0,582,Yes,0
32.0,female,Master,192658.0,9,MORTGAGE,17400.0,VENTURE,7.88,0.09,7.0,700,No,0
24.0,male,High School,63152.0,0,MORTGAGE,20000.0,VENTURE,13.24,0.32,4.0,677,No,0
28.0,male,Bachelor,73077.0,4,RENT,12000.0,VENTURE,9.91,0.16,10.0,613,Yes,0
23.0,male,Bachelor,127883.0,0,MORTGAGE,25000.0,PERSONAL,6.99,0.2,4.0,629,Yes,0
34.0,male,Master,188391.0,12,MORTGAGE,25000.0,MEDICAL,11.01,0.13,9.0,722,Yes,0
21.0,male,High School,46443.0,0,RENT,5000.0,EDUCATION,11.01,0.11,4.0,635,Yes,0
23.0,male,Associate,75589.0,0,RENT,5600.0,VENTURE,9.99,0.07,4.0,573,Yes,0
23.0,male,High School,136539.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.66,0.09,4.0,531,Yes,0
25.0,female,High School,146171.0,3,MORTGAGE,20277.0,HOMEIMPROVEMENT,10.83,0.14,2.0,617,Yes,0
26.0,female,Master,78435.0,4,MORTGAGE,9600.0,PERSONAL,14.27,0.12,2.0,679,No,0
24.0,female,High School,106245.0,2,MORTGAGE,8000.0,PERSONAL,5.99,0.08,4.0,615,No,0
25.0,male,Master,44005.0,2,RENT,9000.0,EDUCATION,8.83,0.2,4.0,523,Yes,0
22.0,male,Bachelor,60177.0,4,MORTGAGE,4800.0,VENTURE,7.51,0.08,3.0,554,Yes,0
24.0,female,High School,60773.0,3,RENT,7200.0,MEDICAL,13.06,0.12,3.0,605,Yes,0
37.0,male,Associate,78631.0,13,MORTGAGE,30000.0,MEDICAL,17.37,0.38,12.0,661,No,1
21.0,male,Associate,32432.0,0,RENT,7000.0,PERSONAL,14.84,0.22,3.0,638,No,1
27.0,female,Master,48970.0,7,RENT,3600.0,MEDICAL,14.84,0.07,7.0,660,Yes,0
32.0,male,High School,35756.0,8,RENT,8000.0,EDUCATION,18.25,0.22,6.0,684,No,1
42.0,male,High School,118105.0,15,RENT,7000.0,EDUCATION,8.9,0.06,13.0,658,Yes,0
30.0,female,Bachelor,139867.0,5,RENT,4123.0,MEDICAL,12.72,0.03,8.0,663,No,1
22.0,male,Bachelor,104119.0,1,MORTGAGE,18000.0,EDUCATION,13.48,0.17,2.0,663,No,1
25.0,female,Master,84059.0,3,MORTGAGE,20000.0,PERSONAL,10.75,0.24,2.0,534,Yes,0
25.0,female,Bachelor,68083.0,0,RENT,16500.0,HOMEIMPROVEMENT,12.8,0.24,3.0,688,No,1
23.0,female,Bachelor,59709.0,0,RENT,6000.0,VENTURE,10.32,0.1,3.0,648,Yes,0
25.0,male,Associate,86673.0,0,MORTGAGE,25000.0,EDUCATION,14.96,0.29,3.0,645,Yes,0
31.0,female,Doctorate,66818.0,9,MORTGAGE,12000.0,HOMEIMPROVEMENT,7.49,0.18,5.0,597,Yes,0
26.0,female,Associate,45623.0,4,MORTGAGE,10400.0,VENTURE,8.94,0.23,3.0,636,Yes,0
21.0,male,High School,41066.0,0,RENT,5000.0,EDUCATION,13.49,0.12,3.0,599,Yes,0
25.0,female,Associate,41621.0,1,MORTGAGE,10000.0,EDUCATION,11.26,0.24,3.0,685,No,0
24.0,female,High School,57063.0,3,MORTGAGE,12000.0,PERSONAL,13.49,0.21,3.0,656,No,0
22.0,male,Bachelor,45852.0,0,MORTGAGE,3600.0,MEDICAL,11.71,0.08,2.0,651,Yes,0
23.0,female,High School,47458.0,0,RENT,5000.0,EDUCATION,12.73,0.11,4.0,502,Yes,0
29.0,female,Master,76454.0,4,MORTGAGE,7400.0,MEDICAL,10.99,0.1,10.0,634,Yes,0
22.0,female,Bachelor,19811.0,0,RENT,3159.0,HOMEIMPROVEMENT,12.13,0.16,4.0,598,No,1
24.0,male,High School,121202.0,2,MORTGAGE,12993.0,EDUCATION,11.26,0.11,4.0,657,No,0
23.0,female,Bachelor,78931.0,3,MORTGAGE,7000.0,MEDICAL,7.9,0.09,4.0,659,No,0
25.0,male,Bachelor,153310.0,1,MORTGAGE,6000.0,PERSONAL,9.91,0.04,2.0,641,Yes,0
28.0,male,Bachelor,67197.0,6,MORTGAGE,8000.0,MEDICAL,12.05,0.12,9.0,633,No,0
21.0,male,High School,145025.0,0,RENT,10000.0,DEBTCONSOLIDATION,9.99,0.07,3.0,626,Yes,0
22.0,female,Bachelor,99459.0,0,RENT,20000.0,EDUCATION,11.01,0.2,2.0,691,No,0
34.0,male,Associate,71833.0,12,OWN,5500.0,EDUCATION,7.9,0.08,8.0,571,Yes,0
34.0,male,Master,100937.0,10,MORTGAGE,5000.0,PERSONAL,14.79,0.05,8.0,724,No,0
24.0,male,High School,31276.0,0,RENT,3000.0,EDUCATION,8.32,0.1,2.0,575,Yes,0
36.0,female,Associate,75562.0,13,MORTGAGE,4800.0,EDUCATION,8.0,0.06,12.0,551,Yes,0
31.0,male,Master,31076.0,11,RENT,13000.0,MEDICAL,8.9,0.42,7.0,627,No,1
25.0,female,Master,102851.0,4,RENT,6000.0,MEDICAL,10.0,0.06,3.0,660,No,0
24.0,male,Associate,68848.0,0,MORTGAGE,5851.0,MEDICAL,11.4,0.08,4.0,528,No,1
23.0,female,Master,27118.0,0,OWN,4400.0,PERSONAL,12.53,0.16,3.0,678,Yes,0
27.0,female,Associate,123590.0,3,MORTGAGE,25000.0,EDUCATION,15.57,0.2,10.0,701,No,0
25.0,female,High School,120678.0,6,RENT,9000.0,MEDICAL,11.34,0.07,4.0,613,Yes,0
26.0,male,High School,127468.0,4,MORTGAGE,24000.0,MEDICAL,14.61,0.19,3.0,618,No,1
24.0,female,Associate,56893.0,0,RENT,7000.0,MEDICAL,6.54,0.12,4.0,610,Yes,0
24.0,male,Associate,67055.0,4,MORTGAGE,1800.0,VENTURE,7.49,0.03,4.0,642,Yes,0
24.0,male,Master,71459.0,3,RENT,16000.0,MEDICAL,19.47,0.22,2.0,684,No,1
26.0,male,High School,35415.0,2,RENT,14906.0,MEDICAL,8.82,0.42,3.0,632,No,1
24.0,male,Master,78696.0,2,RENT,12000.0,VENTURE,11.69,0.15,4.0,618,No,0
25.0,male,Bachelor,47051.0,5,RENT,2110.0,VENTURE,10.41,0.04,3.0,663,No,0
47.0,female,High School,131883.0,22,OWN,16000.0,VENTURE,7.05,0.12,14.0,693,Yes,0
28.0,male,Bachelor,76378.0,5,MORTGAGE,11500.0,HOMEIMPROVEMENT,9.99,0.15,8.0,607,Yes,0
30.0,female,Bachelor,115072.0,8,MORTGAGE,5000.0,VENTURE,6.99,0.04,10.0,657,Yes,0
23.0,male,Master,35758.0,1,OWN,6000.0,VENTURE,8.45,0.17,3.0,566,Yes,0
36.0,female,Bachelor,54981.0,12,RENT,8000.0,DEBTCONSOLIDATION,10.89,0.15,13.0,636,No,0
31.0,male,Associate,43073.0,9,RENT,11717.0,MEDICAL,12.89,0.27,9.0,633,No,1
31.0,female,Bachelor,97375.0,9,RENT,9600.0,MEDICAL,9.91,0.1,7.0,670,Yes,0
25.0,male,High School,71878.0,4,RENT,10000.0,VENTURE,14.17,0.14,3.0,610,Yes,0
24.0,male,High School,55270.0,2,RENT,3000.0,DEBTCONSOLIDATION,9.99,0.05,4.0,637,Yes,0
27.0,female,Associate,33443.0,7,RENT,3000.0,DEBTCONSOLIDATION,5.79,0.09,10.0,564,Yes,0
29.0,female,Associate,103345.0,10,MORTGAGE,6000.0,DEBTCONSOLIDATION,7.68,0.06,8.0,631,No,0
41.0,male,Associate,71026.0,21,RENT,7150.0,PERSONAL,15.99,0.1,16.0,701,No,1
34.0,female,Master,82603.0,11,RENT,7200.0,PERSONAL,11.01,0.09,9.0,656,No,0
22.0,female,Associate,39258.0,0,OWN,6600.0,EDUCATION,9.07,0.17,3.0,619,Yes,0
23.0,female,Bachelor,114931.0,0,MORTGAGE,20000.0,EDUCATION,14.17,0.17,4.0,592,Yes,0
31.0,female,Bachelor,47980.0,6,RENT,6600.0,MEDICAL,13.79,0.14,9.0,666,No,0
42.0,male,High School,17421.0,23,RENT,1700.0,EDUCATION,13.16,0.1,13.0,631,Yes,0
24.0,female,High School,60998.0,1,MORTGAGE,5500.0,HOMEIMPROVEMENT,11.01,0.09,3.0,572,Yes,0
25.0,male,Bachelor,97283.0,0,MORTGAGE,18200.0,PERSONAL,7.9,0.19,2.0,630,Yes,0
22.0,female,Associate,200293.0,0,MORTGAGE,23450.0,EDUCATION,11.36,0.12,3.0,659,No,0
25.0,male,High School,113522.0,6,RENT,20000.0,HOMEIMPROVEMENT,10.98,0.18,4.0,670,Yes,0
32.0,female,High School,75828.0,10,MORTGAGE,3800.0,PERSONAL,13.11,0.05,10.0,571,No,1
23.0,female,Associate,80188.0,0,MORTGAGE,15000.0,VENTURE,6.03,0.19,4.0,607,Yes,0
43.0,female,Associate,41227.0,19,RENT,6225.0,PERSONAL,14.79,0.15,17.0,712,No,0
23.0,female,Associate,96867.0,0,MORTGAGE,22000.0,VENTURE,10.65,0.23,2.0,627,No,0
25.0,female,Bachelor,106608.0,0,RENT,9924.0,PERSONAL,14.83,0.09,3.0,680,No,1
21.0,male,Bachelor,65590.0,0,RENT,1600.0,VENTURE,14.96,0.02,4.0,710,No,1
29.0,female,Master,54109.0,5,RENT,15000.0,PERSONAL,11.86,0.28,9.0,679,No,1
23.0,male,Bachelor,100593.0,2,MORTGAGE,20000.0,EDUCATION,11.83,0.2,4.0,687,No,1
28.0,female,Master,72426.0,6,MORTGAGE,6000.0,PERSONAL,10.99,0.08,9.0,487,Yes,0
25.0,male,High School,111676.0,0,MORTGAGE,2500.0,HOMEIMPROVEMENT,15.27,0.02,3.0,597,No,1
26.0,male,Associate,91505.0,1,RENT,15000.0,PERSONAL,16.49,0.16,4.0,508,Yes,0
23.0,male,Bachelor,65659.0,0,RENT,6399.0,PERSONAL,9.62,0.1,5.0,678,No,0
23.0,male,High School,37048.0,2,RENT,3000.0,MEDICAL,15.2,0.08,2.0,625,No,1
22.0,female,Master,35859.0,3,RENT,9000.0,MEDICAL,11.01,0.25,4.0,687,No,1
24.0,female,Master,145077.0,3,MORTGAGE,20000.0,VENTURE,7.9,0.14,4.0,634,Yes,0
29.0,female,Bachelor,156889.0,6,MORTGAGE,17500.0,VENTURE,8.94,0.11,9.0,601,Yes,0
23.0,male,Master,210874.0,1,MORTGAGE,35000.0,EDUCATION,11.01,0.17,3.0,632,No,0
23.0,female,Bachelor,81837.0,0,RENT,9251.0,DEBTCONSOLIDATION,5.83,0.11,3.0,653,Yes,0
35.0,male,High School,100589.0,14,RENT,11200.0,PERSONAL,10.65,0.11,10.0,647,No,0
22.0,male,High School,91119.0,0,RENT,10000.0,EDUCATION,11.26,0.11,4.0,652,No,0
26.0,male,Associate,181234.0,3,MORTGAGE,12033.0,DEBTCONSOLIDATION,8.11,0.07,4.0,638,No,0
31.0,female,Master,58300.0,9,RENT,2000.0,MEDICAL,10.65,0.03,6.0,718,No,0
23.0,female,Associate,60845.0,1,RENT,7704.0,MEDICAL,15.78,0.13,3.0,630,No,1
40.0,female,High School,80462.0,17,RENT,13754.0,EDUCATION,10.7,0.17,9.0,549,Yes,0
26.0,female,Bachelor,54880.0,7,MORTGAGE,10000.0,PERSONAL,16.89,0.18,3.0,688,No,0
25.0,female,Bachelor,174972.0,3,RENT,25000.0,EDUCATION,9.99,0.14,4.0,712,Yes,0
27.0,female,High School,145079.0,3,MORTGAGE,25000.0,HOMEIMPROVEMENT,15.95,0.17,9.0,650,Yes,0
30.0,female,Associate,96829.0,6,MORTGAGE,16800.0,VENTURE,10.99,0.17,8.0,660,No,0
28.0,female,Associate,90739.0,4,MORTGAGE,16000.0,HOMEIMPROVEMENT,6.17,0.18,6.0,548,Yes,0
28.0,female,High School,32640.0,7,MORTGAGE,3000.0,MEDICAL,6.17,0.09,6.0,528,Yes,0
24.0,male,Bachelor,51384.0,2,MORTGAGE,12000.0,PERSONAL,10.38,0.23,4.0,657,No,0
37.0,male,High School,47251.0,15,RENT,5921.0,VENTURE,13.42,0.13,9.0,619,No,1
31.0,female,High School,74421.0,5,RENT,6000.0,EDUCATION,10.59,0.08,8.0,645,Yes,0
34.0,female,Associate,48397.0,8,MORTGAGE,2400.0,PERSONAL,6.03,0.05,9.0,699,No,0
35.0,male,Associate,36526.0,13,RENT,6150.0,EDUCATION,12.21,0.17,10.0,702,No,0
29.0,male,High School,61063.0,7,RENT,13000.0,HOMEIMPROVEMENT,11.46,0.21,5.0,528,Yes,0
26.0,male,High School,53557.0,3,RENT,8000.0,PERSONAL,13.8,0.15,3.0,578,No,0
24.0,male,Associate,65847.0,2,MORTGAGE,8713.0,DEBTCONSOLIDATION,7.55,0.13,4.0,611,No,0
24.0,female,Bachelor,51556.0,0,OWN,8000.0,HOMEIMPROVEMENT,6.62,0.16,2.0,624,Yes,0
27.0,female,Master,150890.0,7,RENT,10000.0,VENTURE,10.62,0.07,6.0,649,Yes,0
24.0,male,Bachelor,57786.0,3,RENT,10000.0,PERSONAL,11.73,0.17,3.0,651,Yes,0
22.0,male,Bachelor,60755.0,0,MORTGAGE,6000.0,VENTURE,12.69,0.1,4.0,580,Yes,0
29.0,male,High School,88426.0,6,MORTGAGE,15000.0,EDUCATION,11.01,0.17,7.0,675,No,0
26.0,male,Associate,62135.0,3,RENT,16269.0,MEDICAL,15.17,0.26,8.0,623,No,1
22.0,female,Bachelor,48898.0,0,RENT,4000.0,EDUCATION,8.14,0.08,2.0,682,Yes,0
23.0,female,Bachelor,22364.0,0,RENT,8500.0,HOMEIMPROVEMENT,11.01,0.38,3.0,644,No,1
22.0,female,Bachelor,50235.0,0,RENT,7000.0,DEBTCONSOLIDATION,6.67,0.14,3.0,629,Yes,0
43.0,male,High School,52602.0,23,MORTGAGE,15000.0,MEDICAL,8.88,0.29,12.0,682,No,0
22.0,male,Associate,15391.0,0,RENT,4000.0,MEDICAL,11.26,0.26,4.0,656,No,1
25.0,female,High School,72739.0,7,OTHER,5000.0,DEBTCONSOLIDATION,11.14,0.07,3.0,597,Yes,0
26.0,female,Associate,41867.0,6,RENT,11500.0,DEBTCONSOLIDATION,6.62,0.27,3.0,551,No,1
32.0,male,Associate,117583.0,10,MORTGAGE,5500.0,HOMEIMPROVEMENT,12.18,0.05,9.0,604,Yes,0
25.0,female,High School,115024.0,3,MORTGAGE,18000.0,PERSONAL,14.72,0.16,4.0,507,Yes,0
22.0,male,High School,58532.0,0,RENT,14400.0,DEBTCONSOLIDATION,13.49,0.25,2.0,570,Yes,0
23.0,male,High School,29962.0,0,OWN,5000.0,EDUCATION,7.49,0.17,2.0,641,No,0
25.0,male,High School,66909.0,0,RENT,1200.0,DEBTCONSOLIDATION,11.58,0.02,4.0,606,Yes,0
24.0,female,Associate,97628.0,1,MORTGAGE,12000.0,PERSONAL,5.79,0.12,2.0,656,Yes,0
26.0,female,Associate,67003.0,3,MORTGAGE,8500.0,HOMEIMPROVEMENT,12.21,0.13,2.0,672,Yes,0
24.0,male,Associate,144867.0,0,MORTGAGE,8575.0,PERSONAL,11.01,0.06,3.0,666,Yes,0
25.0,male,Associate,77734.0,2,MORTGAGE,14403.0,DEBTCONSOLIDATION,7.17,0.19,2.0,619,No,1
25.0,female,Associate,27287.0,0,RENT,5155.0,EDUCATION,14.26,0.19,6.0,613,No,0
35.0,female,Associate,78614.0,13,MORTGAGE,4500.0,MEDICAL,12.53,0.06,9.0,649,No,0
26.0,female,Associate,58703.0,3,RENT,8000.0,DEBTCONSOLIDATION,9.96,0.14,3.0,651,No,0
36.0,male,Associate,78653.0,12,MORTGAGE,7000.0,VENTURE,11.49,0.09,11.0,608,Yes,0
33.0,female,Bachelor,62912.0,12,RENT,15000.0,MEDICAL,14.42,0.24,10.0,675,No,1
30.0,female,Bachelor,84810.0,8,MORTGAGE,12800.0,HOMEIMPROVEMENT,11.01,0.15,7.0,680,No,0
27.0,male,Associate,130701.0,4,MORTGAGE,10000.0,VENTURE,10.06,0.08,5.0,543,Yes,0
30.0,male,Master,30164.0,9,RENT,5000.0,PERSONAL,10.59,0.17,9.0,699,No,0
37.0,female,Bachelor,46326.0,15,RENT,7000.0,DEBTCONSOLIDATION,11.72,0.15,11.0,615,Yes,0
26.0,female,Associate,19119.0,6,RENT,4793.0,PERSONAL,8.58,0.25,4.0,581,No,1
22.0,male,Bachelor,38322.0,2,RENT,5550.0,MEDICAL,11.36,0.14,3.0,686,No,1
31.0,male,Associate,46511.0,9,OWN,14000.0,VENTURE,9.91,0.3,5.0,672,No,0
37.0,male,High School,223839.0,18,OWN,3000.0,VENTURE,6.39,0.01,17.0,675,Yes,0
38.0,male,High School,57196.0,17,RENT,4775.0,VENTURE,11.01,0.08,14.0,582,Yes,0
31.0,male,Bachelor,58432.0,10,RENT,3350.0,MEDICAL,13.98,0.06,5.0,650,No,0
30.0,female,Bachelor,77654.0,9,RENT,18000.0,VENTURE,8.96,0.23,8.0,647,Yes,0
23.0,male,Bachelor,31937.0,0,OWN,2000.0,PERSONAL,10.36,0.06,2.0,643,No,0
32.0,female,Bachelor,96953.0,7,RENT,6400.0,MEDICAL,7.88,0.07,8.0,622,Yes,0
30.0,male,High School,37032.0,9,RENT,12000.0,DEBTCONSOLIDATION,10.71,0.32,9.0,606,No,1
23.0,female,High School,29933.0,2,RENT,5000.0,VENTURE,10.56,0.17,4.0,564,Yes,0
25.0,male,Master,36767.0,2,MORTGAGE,8000.0,VENTURE,9.32,0.22,4.0,694,No,0
